Season,Episode,Category,Value,Question,Answer
40,8585,TRAP,$2000,In 1187 this leader delivered a major blow to the kingdom of Jerusalem when he trapped an army of crusaders at the Battle of Hattin,Saladin
40,8584,RECONSTRUCTION,$200,"Founded at the end of Reconstruction, Nicodemus in this ""Sunflower State"" was the 1st Black settlement west of the Mississippi",Kansas
40,8584,LET'S SEE HOW YOU DO WITH AMERICAN FOOTBALL,$200,"2021 Pro Bowlers at this position includedJosh Allen,Russell Wilson &Patrick Mahomes",quarterback
40,8584,THE OHIO UNIVERSITIES,$200,"After catching 417 passes for the Bengals, Cris Collinsworth grabbed a law degree from the univ. of this city",Cincinnati
40,8584,BIOLOGY,$200,The monkey puzzle tree has its roots in this dino period 200 million years ago,Jurassic
40,8584,THE 2023TIME100,$200,"Roger Federer: ""Growing up, Diego Maradona... inspired me. Now (this Argentine) can inspire future generations""",Lionel Messi
40,8584,"LET'S ""SEE""",$200,The intended recipient of a letter,the addressee
40,8584,RECONSTRUCTION,$400,"In 1872 the Union general this D.C. HBCU was named for wrote about ""the cosmopolitan character of the university""",Howard
40,8584,LET'S SEE HOW YOU DO WITH AMERICAN FOOTBALL,$400,"Hall of Famer Lawrence Taylor, of this NFC East team: ""Let's go out there like a bunch of crazed dogs & have some fun""",the New York Giants
40,8584,THE OHIO UNIVERSITIES,$400,"Buchtel College, opened in 1872, is now called the university of this ""Rubber Capital of the World""",Akron
40,8584,BIOLOGY,$400,"Seenhere, honey bees fill small baskets of specialized hairs on their hind legs withthispowder",pollen
40,8584,THE 2023TIME100,$400,"This novelist ""was able to describe the attack on him"" in 2022 ""as he was speaking about the U.S. as a safe place for exiled writers""",Salman Rushdie
40,8584,"LET'S ""SEE""",$400,4-syllable adjective meaning within the range of anticipation,foreseeable
40,8584,RECONSTRUCTION,$600,Thisfamous orator said his time as president of the failing Freedman's Bank was like being married to a corpse,Frederick Douglass
40,8584,LET'S SEE HOW YOU DO WITH AMERICAN FOOTBALL,$600,Video games bearing the name of this late legendary NFL coach & broadcaster have made over $7 billion in sales,Madden
40,8584,THE OHIO UNIVERSITIES,$600,"""X"" marks the spot at this Jesuit Catholic university that officially went co-ed in 1969",Xavier
40,8584,BIOLOGY,$600,"Biologists prefer ""transitional form"" instead of this 2-word term for an intermediate species connecting, say, humans & apes",a missing link
40,8584,THE 2023TIME100,$600,"In other movie roles or as ""The Queen of Wakanda, we believe in you because you believe in yourself""",Angela Bassett
40,8584,"LET'S ""SEE""",$600,"""See"" is right in the middle of this old-timey word meaning to beg or implore",beseech
40,8584,RECONSTRUCTION,$800,"General Sickles called these folks ""Northern people, who... have settled within the Southern states since the war""",carpetbaggers
40,8584,LET'S SEE HOW YOU DO WITH AMERICAN FOOTBALL,$800,He went 36-44 as head coach of the Browns; he's had a bit more success in New England,Bill Belichick
40,8584,THE OHIO UNIVERSITIES,"DD: $1,000","In 2012 this Ohio univ. opened its May 4 Visitors Center to place a 1970 event in historical, political & social context",Kent State
40,8584,BIOLOGY,$800,"This spiny, globular ""sea"" creature has an apparatus called Aristotle's lantern that lets it scrape algae from rocks & munch away",an (sea) urchin
40,8584,THE 2023TIME100,$800,"He ""has been on the Supreme Court for 17 years. But in 2022, he cemented his legacy""",Samuel Alito
40,8584,"LET'S ""SEE""",$800,Absolutely boiling with unexpressed anger,seething
40,8584,RECONSTRUCTION,$1000,"In 2023, USS Chancellorsville was renamed after this Black Civil War hero & Reconstruction-era congressman",Robert Smalls
40,8584,LET'S SEE HOW YOU DO WITH AMERICAN FOOTBALL,$1000,"Last name of the man who said, ""Better to have died as a small boy than to fumble"" but whose trophy carries the ball with one hand",Heisman
40,8584,THE OHIO UNIVERSITIES,$1000,"Shows at Eva Marie Saint Theatre are cursed if Alice the ghost isn't invited by the stage manager at BGSU, this state university",Bowling Green State University
40,8584,BIOLOGY,$1000,The nictitating membrane on a crocodile that helps it see underwater is often called the third this,an eyelid
40,8584,THE 2023TIME100,$1000,"She's the only one ""to serve as the president's Chief Economic Adviser, the Vice Chair & Chair of the Fed"" & Treasury Secretary",Janet Yellen
40,8584,"LET'S ""SEE""",$1000,Tiny pungent plant part used in the New Testament as a symbol of faith,a mustard seed
40,8584,RECONSTRUCTION,$400,Oaks from the Loire region's Forest of Bercé  were selected to rebuild the spire of this place that was damaged in 2019,the Cathedral of Notre Dame
40,8584,POP CULTURE,$400,"Caroll Spinney was the original puppeteer for both Oscar the Grouch & this feathered resident of ""Sesame Street""",Big Bird
40,8584,ALLITERATIVE GEOGRAPHY,$400,Provincetown & Barnstable are on this Bay State peninsula,Cape Cod
40,8584,HIP-HOP LITERARY REFERENCES,$400,"In ""SpottieOttieDopaliscious"" , André 3000 says the drama at the club is ""reminiscent of Charles"", this 19th century author",Dickens
40,8584,"SPEECHIFY""ING""",$400,"MLK, 1963: ""Those who hope that the Negro needed to blow off steam and will now be content will have a rude ____""",an awakening
40,8584,SUCH COLORFUL LANGUAGE!,$400,Alliterative term for writing full of exaggerated pathos,purple prose
40,8584,RECONSTRUCTION,$800,"This Bronx building has been called ""The House that George Built""; it's next to where ""The House that Ruth Built"" once was",Yankee Stadium
40,8584,POP CULTURE,$800,"Thisplaywright's ""Biloxi Blues"" came to Broadway in 1985",Neil Simon
40,8584,ALLITERATIVE GEOGRAPHY,$800,In 1434 it supplanted Angkor Thom as the Khmer capital,Phnom Penh
40,8584,HIP-HOP LITERARY REFERENCES,$800,"A 2Pac alter ego & a Waka Flocka flame album both allude to this Italian author of ""The Prince""",Machiavelli
40,8584,"SPEECHIFY""ING""",$800,"Barack Obama, 2004: ""I believe that we can give our middle class relief and provide ____ families with a road to opportunity""",working
40,8584,SUCH COLORFUL LANGUAGE!,$800,Sanguinary term for an aristocrat,a blue blood
40,8584,RECONSTRUCTION,$1200,"This""Great"" structure in Djenné, Mali is rebuilt every year by the community",the Great Mosque
40,8584,POP CULTURE,$1200,"The last name of this Giants great includes ""Cove"", & a cove where home run balls splash down is named for him",McCovey
40,8584,ALLITERATIVE GEOGRAPHY,$1200,"This California place is home to Piedras Blancas Light Station &, of course, Hearst Castle",San Simeon
40,8584,HIP-HOP LITERARY REFERENCES,$1200,"Sharing a name with a 1920s Harlem Renaissance book, ""The Blacker The Berry"" is a song offthisrapper's ""To Pimp a Butterfly""",Kendrick Lamar
40,8584,"SPEECHIFY""ING""",$1200,"Abe Lincoln, 1863: ""It is altogether ____ and proper that we should do this""",fitting
40,8584,SUCH COLORFUL LANGUAGE!,$1200,Vespula alascensis is one species of this picnic-pestering wasp,a yellowjacket
40,8584,RECONSTRUCTION,$1600,"""All the gods"" were welcome when this Roman building was rebuilt by Hadrian between 118 & 125 A.D.",the Pantheon
40,8584,POP CULTURE,$1600,"She's seenherearound the time she released ""Under the Pink"", one the most influential albums of the '90s",Tori Amos
40,8584,ALLITERATIVE GEOGRAPHY,"DD: $2,200","Called Stingray Harbour by James Cook in 1770, it was renamed for the abundance of new plants found there",Botany Bay
40,8584,HIP-HOP LITERARY REFERENCES,$1600,"This rapper & ""Law & Order: SVU"" actor titled his spoken word track ""Soul on Ice"" after Eldridge Cleaver's memoir",Ice-T
40,8584,"SPEECHIFY""ING""",$1600,"Referring to the United States, JFK's Moon speech: ""This nation's own scientific manpower is ____every 12 years""",doubling
40,8584,SUCH COLORFUL LANGUAGE!,$1600,The House Un-American Activities Committee inspired Hollywood to create one of these registers of disapproval,a blacklist
40,8584,RECONSTRUCTION,$2000,People like Loula Williams aided in the reconstruction of the Greenwood area of this Okla. city after a race massacre in 1921,Tulsa
40,8584,POP CULTURE,"DD: $4,800","John Ford directed the Oscar-winning 1942 documentary ""Battle of"" this locale at which Ford himself was wounded",(Battle of) Midway
40,8584,ALLITERATIVE GEOGRAPHY,$2000,This waterway forms about 400 miles of the border between Minnesota & North Dakota,the Red River of the North
40,8584,HIP-HOP LITERARY REFERENCES,$2000,"On ""Call Me If You Get Lost"", Tyler, the Creator takes on this last name of a 19th c. French poet & also of a Lemony Snicket family",Baudelaire
40,8584,"SPEECHIFY""ING""",$2000,"Emmeline Pankhurst: ""To the shame of the British government, they set the example... of____ sane, resisting human beings by force""",feeding
40,8584,SUCH COLORFUL LANGUAGE!,$2000,"To gloss over errors to free one from blame, or to keep the other team scoreless",to whitewash
40,8582,MAMMALS,$200,"This mammal's name is from the Greek for ""nose-horn""",rhinoceros
40,8582,"""I""s IN YOUR STARS",$200,"In 2016, this ""Luther"" star was made an officer of the Order of the British Empire",Idris Elba
40,8582,THE STATE OF CONGRESS,$200,"Karen Shepherd,Mitt Romney,David King",Utah
40,8582,"I'M JUST A BILL, BILLY OR WILLIAM",$200,"He helped computerize his high school's scheduling system, went to Harvard in the '70s, dropped out & was a billionaire by 1987",Bill Gates
40,8582,STRAIGHT FIRE,$200,L'Oreal's Colorista is just about the coolest thing ever to give this of yours a little more flair,hair
40,8582,3 CONSECUTIVE CONSONANTS,$200,The sovereign's seat,a throne
40,8582,MAMMALS,$400,"The San Diego Zoo welcomed its first pair of these from Australia, Snugglepot & Cuddlepie, in 1925",a koala
40,8582,"""I""s IN YOUR STARS",$400,"Famous among the smaller set for singing ""Let It Go"",sheearned her first Tony nomination in ""Rent""",Idina Menzel
40,8582,THE STATE OF CONGRESS,$400,"Solomon Foot,Bernie Sanders,the Anti-Jacksonian Party's Dudley Chase",Vermont
40,8582,"I'M JUST A BILL, BILLY OR WILLIAM",$400,"In 1887 he began running the San Francisco Examiner, which his dad acquired 7 years before",Hearst
40,8582,STRAIGHT FIRE,$400,"Your new PlayStation 4 is the bomb, but a couple extra DualShock these for your crew would rock",a controller
40,8582,3 CONSECUTIVE CONSONANTS,$400,You're not outta your gourd! You're into this gourd that's big on Oct. 31,a pumpkin
40,8582,MAMMALS,$600,Pan troglodytes is the scientific name for this close relative of humans & bonobos,a chimp
40,8582,"""I""s IN YOUR STARS",$600,"Say ""Sir"" tothisactor, nominated for a 2001 Oscar for his portrayal of Gandalf",Ian McKellen
40,8582,THE STATE OF CONGRESS,$600,"Dick Cheney,Malcolm Wallop,Milward Simpson (the only Milward to serve the state... so far)",Wyoming
40,8582,"I'M JUST A BILL, BILLY OR WILLIAM",$600,"Billy Joel's time playing a lounge in L.A. led to this, Billy's first Top 40 hit; great tune, but ""tonic & gin"" still sounds weird","""Piano Man"""
40,8582,STRAIGHT FIRE,$600,"If you've got the perfect getup, show your peeps online by posting an ""OOTD"", your this ""of the day""",an outfit
40,8582,3 CONSECUTIVE CONSONANTS,$600,Money granted to a student to pursue studies,a scholarship
40,8582,MAMMALS,$800,"Like its relative, the meerkat, the banded type ofthissnake killer bands together to make a stand",a mongoose
40,8582,"""I""s IN YOUR STARS",$800,James Osterberghas been known as this since his days fronting proto-punk-rockers The Stooges,Iggy Pop
40,8582,THE STATE OF CONGRESS,$800,"Benjamin Bourne in the 1790s, Lincoln Chafee, Ambrose Burnside",Rhode Island
40,8582,"I'M JUST A BILL, BILLY OR WILLIAM",DD: $800,"William Thomson is a fine name for a physicist, but after developing the absolute temp. scale, Lord this had a nice ring",(Lord) Kelvin
40,8582,STRAIGHT FIRE,$800,You can buy do-it-yourself kits for making these Japanese rice-based treats filled with ice cream,mochi
40,8582,3 CONSECUTIVE CONSONANTS,$800,Past participle of seek,sought
40,8582,MAMMALS,$1000,"According to Britannica, though called ""naked"", these rodents actually ""have about 100 fine hairs on their skin""",a (naked) mole rat
40,8582,"""I""s IN YOUR STARS",$1000,"""We'll always have Paris"" &heras Ilsa in ""Casablanca""",Ingrid Bergman
40,8582,THE STATE OF CONGRESS,$1000,"Thomas Hart Benton, Xenophon P. Wilfley, Sempronius H. Boyd",Missouri
40,8582,"I'M JUST A BILL, BILLY OR WILLIAM",$1000,"In May 2019,thismayor of New York threw his hat in the ring to run for president, but by September, the hat had been returned",de Blasio
40,8582,STRAIGHT FIRE,$1000,Beats bythis guyis known for its headphones,Dr. Dre
40,8582,3 CONSECUTIVE CONSONANTS,$1000,"Geometry term fortrianglesthat can be exactlysuperimposed, one on the other",congruent
40,8582,"TO SIR PAUL, WITH LOVE",$400,"Sir Paul McCartney was born on June 18, 1942 in this city--3 very important co-workers of his were born there, too",Liverpool
40,8582,"""C""s THE DAY",$400,August 4 celebrates the birth of this branch of the U.S. military,the Coast Guard
40,8582,ALSO A CANDY,$400,"Athos, Porthos & Aramise",Three Musketeers
40,8582,PUEBLOS MÁGICOS,$400,Found in the state of Jalisco is this magic place that lends its name to this omnipresent Mexican liquor,Tequila
40,8582,& WE HAVE A NOVEL TITLE,$400,"This title is ""the temperature at which book-paper catches fire and burns""",Fahrenheit 451
40,8582,15-LETTER WORDS,$400,In Spanish ¡felicidades! is one way to say this,congratulations
40,8582,"TO SIR PAUL, WITH LOVE",$800,"Paul co-founded the non-profit ""Meat Free"" this, promoting health & conservation with ""at least one plant-based day each week""",Monday
40,8582,"""C""s THE DAY",$800,This holiday that commemorates the victory of Mexico at the Battle of Puebla is also a day to celebrate Mexican culture,Cinco de Mayo
40,8582,ALSO A CANDY,$800,It's when you get your peanuts for all your hard work,payday
40,8582,PUEBLOS MÁGICOS,$800,This Baja border town whose name begins & ends with the same 2 letters is known for a beer with the same name & great eats,Tecate
